353624 476677
77042 5681 170
77042 67572 169
77043 258001 31
77045 11024 39
77046 174035 96
77046 294706 165
77046 352158 2
77047 87376 198
77047 188151 48
77047 262760 114
77047 313791 20
77052 275400 8
77053 213042 188
77054 164916 140
77054 189444 123
77054 222306 76
77054 331030 140
77056 125972 56
77058 43230 7
77059 39941 125
77059 112685 129
77059 224561 12
77059 331867 141
77060 2159 16
77061 164055 20
77062 194764 66
77062 273165 56
77064 69098 61
77064 326517 172
77066 59451 182
77066 109195 102
77067 46025 16
77068 276336 151
77069 14954 12
77069 24754 39
77069 309247 29
77070 332138 44
77071 204909 85
77071 296283 7
77071 327046 71
77073 5219 162
77073 14806 98
77073 245653 160
77073 286987 69
77075 79816 133
77075 111942 140
77075 144804 59
77075 346870 9
77076 18401 158
77076 175162 148
77076 348736 185
77076 352638 178
77077 274926 15
77078 309179 59
77079 285127 91
77079 327576 67
77080 13119 97
77080 44357 34
77080 254117 200
77080 319339 130
77081 128113 152
77081 230354 9
77082 199055 128
77082 202661 179
77083 65921 160
77083 244932 152
77083 269563 138
77084 115728 126
77084 225312 192
77085 239077 98
77085 279647 189
77086 50955 61
77086 216415 168
77089 191463 112
77089 225213 114
77089 256623 111
77090 288261 118
77095 179927 14
77095 315670 1
77096 291893 20
77097 73483 164
77097 139035 96
77098 107860 36
77100 26219 17
77100 105398 2
77100 284925 124
77101 25697 7
77101 119039 54
77101 227522 160
77101 319529 153
77102 64327 132
77102 122894 111
77103 95325 35
77103 303461 96
77104 183486 97
77105 74240 144
77105 189247 11
77106 342857 58
77109 108819 18
77109 158336 136
77109 229029 57
77110 62531 68
77111 8156 174
77111 113425 52
77112 255473 200
77112 278060 163
77112 349641 151
77113 58652 172
77113 286698 191
77115 74696 187
77115 222689 51
77115 311365 40
77116 245738 89
77116 317546 47
77117 12263 56
77117 290280 143
77118 4370 58
77119 25919 37
77121 46044 103
77121 330076 67
77122 186901 156
77122 288502 189
77123 121102 26
77124 99493 27
77124 194012 16
77125 10742 87
77125 25284 181
77127 38699 185
77127 90831 166
77127 100418 50
77128 84466 8
77128 271061 183
77128 291549 14
77128 296167 52
77130 163378 103
77130 165883 176
77130 281551 176
77131 160213 48
77133 176257 65
77133 211824 127
77135 172694 79
77137 258089 112
77137 334976 118
77138 160804 152
77140 320774 104
77141 246317 7
77143 137196 120
77143 184421 147
77143 215418 27
77144 178992 111
77144 301129 14
77148 192271 178
77149 63941 180
77149 94112 143
77149 218128 110
77150 164352 4
77151 44418 4
77154 352492 120
77155 178898 128
77155 219957 150
77155 343484 131
77157 146251 133
77159 30881 88
77159 140933 75
77160 254585 14
77160 338492 54
77161 82829 183
77161 112250 79
77161 339057 98
77162 98748 112
77163 183282 32
77165 27094 38
77165 64760 89
77167 280819 42
77168 98891 32
77169 255178 111
77171 18001 171
77171 78557 61
77171 316623 133
77172 112232 168
77172 346685 183
77173 27562 148
77174 270612 130
77175 175729 154
77175 262189 1
77176 189721 131
77178 72376 167
77178 127591 107
77178 132030 159
77178 207169 28
77178 232344 156
77181 264720 100
77182 255836 95
77182 331670 121
77183 3215 21
77183 69827 192
77183 290750 30
77184 134100 11
77184 293366 141
77185 143887 69
77185 273670 91
77185 299602 156
77187 65350 166
77188 38380 72
77189 3743 107
77189 294382 164
77190 211990 69
77190 342303 88
77191 92132 110
77191 170884 72
77193 13471 176
77193 74302 25
77193 268543 79
77194 12006 157
77194 240740 127
77195 69734 125
77195 89995 35
77195 142705 86
77196 49350 18
77196 85550 69
77196 148900 12
77198 222506 5
77198 224722 82
77199 45760 76
77199 206953 169
77199 219506 146
77202 158299 44
77202 256397 132
77203 172264 195
77203 238167 179
77204 36625 198
77205 270267 56
77205 297231 127
77205 341435 168
77207 93405 180
77207 211688 57
77208 251619 75
77209 65011 56
77209 101101 39
77209 139744 18
77210 14566 183
77210 91178 96
77211 265613 3
77212 159994 64
77212 211479 171
77213 187826 68
77213 350010 195
77214 117361 187
77214 286551 33
77216 157795 184
77216 201992 26
77216 340949 157
77217 85100 162
77217 134617 8
77217 206363 36
77217 272576 110
77218 203783 138
77220 184852 200
77220 231093 102
77221 71463 147
77223 81788 131
77223 204214 115
77223 265644 17
77224 165909 48
77226 330896 102
77227 31958 45
77227 79011 48
77228 240081 65
77228 290699 28
77229 67623 44
77229 97870 133
77229 196821 94
77229 220358 193
77230 69840 42
77230 104691 65
77232 134616 12
77232 330612 139
77233 34489 189
77234 122939 57
77234 128596 34
77235 96774 39
77235 277402 124
77236 216221 43
77237 32703 57
77237 108248 28
77237 163360 191
77237 287727 49
77237 307974 141
77238 3455 191
77238 16345 81
77238 48932 68
77241 45294 82
77241 208641 87
77241 343166 152
77241 346132 3
77242 61213 25
77242 193350 16
77243 309404 101
77245 302434 33
77246 196168 92
77246 285505 136
77247 70412 162
77247 310295 198
77248 121657 132
77249 155759 82
77249 192537 142
77249 220671 165
77251 168224 172
77252 172829 125
77252 206758 26
77254 47177 145
77254 240434 107
77255 86812 190
77256 257579 154
77256 332952 165
77258 37745 170
77258 254002 72
77259 60395 99
77259 270871 85
77259 274023 85
77261 248719 97
77262 284397 124
77263 213271 172
77263 273235 130
77263 318602 52
77264 274275 26
77265 113606 64
77266 300594 189
77268 77780 40
77268 108667 167
77268 330753 168
77269 298408 48
77271 148765 123
77272 109283 98
77273 242570 195
77273 271530 122
77273 344625 137
77274 231181 118
77275 52343 15
77275 263280 153
77275 331296 80
77276 1650 42
77277 19510 184
77277 109659 153
77278 15079 132
77279 201716 2
77280 309952 82
77280 328747 134
77282 286176 95
77282 314771 57
77282 325817 2
77284 143463 144
77284 164949 147
77285 1603 99
77285 205534 25
77286 34390 12
77287 321052 118
77288 214607 82
77289 154355 27
77289 343393 30
77290 106415 106
77290 341226 107
77291 47374 69
77293 96177 2
77294 280887 7
77295 42856 99
77296 142909 89
77296 144258 131
77298 19418 192
77298 28241 84
77298 74833 101
77300 226379 103
77301 169217 29
77301 189175 122
77301 198397 47
77302 343074 128
77303 134526 10
77304 106895 44
77304 343702 11
77305 267029 116
77305 343751 129
77308 36508 131
77309 180180 191
77309 351125 117
77310 219189 144
77310 304410 97
77311 25582 75
77311 193072 160
77312 348375 160
77313 104563 64
77313 218338 117
77313 222832 187
77314 6927 90
77314 51427 196
77314 204664 37
77315 86905 89
77315 193798 10
77316 181776 117
77317 226889 26
77320 132696 86
77320 289161 112
77322 59651 146
77322 89361 69
77322 158616 37
77324 106644 121
77324 295496 157
77324 331875 44
77325 33474 157
77326 225142 177
77327 43262 58
77328 299904 50
77329 300015 158
77331 315295 182
77332 230825 32
77332 253639 39
77332 269055 150
77333 59096 59
77335 42388 80
77337 1634 184
77337 20718 164
77337 117226 68
77338 23871 163
77338 216763 107
77339 306541 128
77340 245470 192
77340 272792 141
77341 94202 20
77342 101023 197
77342 170250 88
77343 12561 71
77343 86771 76
77344 270538 139
77345 71054 88
77345 84419 165
77345 95217 22
77345 244559 78
77345 260491 30
77345 337103 44
77347 236013 172
77348 7734 183
77348 105116 69
77348 244011 21
77349 80589 117
77350 33874 86
77350 101188 152
77351 35802 188
77351 178551 179
77351 283159 14
77353 215771 135
77354 65074 136
77355 332755 51
77356 269881 157
77357 183511 176
77357 206635 154
77358 5272 80
77358 69723 56
77358 330342 95
77359 105036 130
77360 177368 185
77361 137074 132
77361 215310 121
77361 217478 196
77361 346084 33
77362 90194 185
77362 188092 127
77362 318116 169
77363 84751 26
77365 94429 58
77366 270915 150
77368 63696 44
77370 84695 71
77370 279053 155
77370 289149 59
77370 325480 101
77372 18773 108
77372 218609 187
77372 350732 153
77373 207860 164
77374 270805 23
77374 294734 189
77377 13065 53
77378 341 82
77378 71048 136
77378 253314 187
77379 285826 162
77379 326685 186
77380 253467 148
77380 315936 17
77381 317100 182
77383 308568 76
77383 336874 73
77384 180224 5
77385 44709 68
77385 189096 88
77386 226577 195
77387 183365 132
77388 139327 41
77388 162052 11
77389 210620 56
77390 112688 198
77391 175268 12
77391 244984 150
77394 105204 70
77395 281903 50
77396 62846 191
77397 217034 80
77398 56764 147
77400 198737 188
77400 205695 195
77401 87289 177
77401 110991 49
77403 218925 126
77403 226922 101
77404 141853 120
77404 154055 111
77405 193559 85
77406 306640 74
77407 90921 151
77407 169549 177
77407 208440 120
77408 176783 28
77409 132119 163
77410 119553 39
77410 141741 196
77411 201162 15
77412 232683 37
77413 53508 26
77413 226614 151
77413 237639 168
77415 114203 19
77417 230485 46
77419 59418 174
77419 245201 117
77420 38807 11
77420 63961 26
77420 147042 133
77422 331987 175
77423 319311 105
77425 14531 61
77425 22652 144
77425 54888 36
77426 129663 23
77426 134281 33
77427 66128 196
77427 157144 183
77427 161597 192
77428 99404 148
77429 29228 41
77430 149136 36
77430 240028 158
77431 328065 24
77432 161264 132
77432 239603 120
77433 252267 75
77435 31346 67
77435 113663 115
77435 261126 182
77437 23199 19
77437 80073 46
77437 157187 60
77440 46649 49
77441 62768 22
77442 15165 59
77442 79341 181
77443 65901 191
77444 206648 159
77445 38209 19
77447 189177 195
77449 184437 69
77449 207726 139
77449 321866 142
77450 150385 198
77450 345218 46
77451 194810 130
77452 339411 1
77453 283715 9
77454 47246 46
77454 180436 105
77454 337823 108
77455 63241 121
77456 144382 38
77456 309856 19
77457 1937 99
77457 243059 43
77458 312335 137
77460 150015 58
77460 233096 59
77461 92853 56
77461 167875 93
77462 49180 78
77462 220070 167
77462 268238 1
77462 298884 15
77463 270379 68
77464 21674 109
77464 183982 93
77464 319883 96
77465 135691 137
77466 191265 176
77467 8621 43
77468 39860 165
77468 114930 32
77469 18485 131
77469 299716 65
77470 70494 151
77470 79716 44
77471 131677 149
77471 252637 59
77472 54240 105
77472 159695 61
77474 209702 2
77474 296224 146
77475 74249 66
77476 75530 184
77476 96438 93
77476 181384 163
77476 317113 104
77476 342054 16
77477 7453 167
77478 31328 72
77478 113349 134
77479 174580 151
77480 209893 179
77483 267272 160
77484 17968 172
77484 107229 3
77486 25189 23
77486 57824 136
77486 70666 102
77487 124602 91
77487 318547 176
77490 42212 170
77490 266975 171
77490 320924 142
77491 268077 160
77491 290678 141
77491 317773 189
77494 135819 198
77495 15610 173
77495 75037 182
77495 112882 164
77497 84550 114
77497 169193 95
77499 130352 12
77499 222318 43
77500 57657 116
77500 79384 182
77500 90994 71
77501 316990 110
77502 218604 167
77502 290309 28
77502 296379 193
77505 258826 148
77506 8469 43
77506 50202 33
77507 87208 168
77507 157564 114
77507 265861 72
77508 171164 71
77509 5065 96
77509 19070 139
77510 46276 121
77510 107093 4
77510 257213 100
77512 199164 57
77513 39534 12
77513 349670 100
77515 203743 114
77515 244788 26
77515 254712 169
77517 51650 165
77517 302042 144
77517 319674 196
77518 233566 141
77519 162151 52
77520 114335 122
77520 266065 52
77521 32693 99
77522 141466 154
77523 202284 81
77526 26999 62
77529 94013 115
77530 49679 134
77530 162656 15
77530 162766 30
77530 185883 175
77530 233597 142
77530 269136 83
77531 12186 45
77531 154887 39
77532 55400 172
77532 64333 47
77534 42422 178
77534 84217 190
77535 132613 54
77537 145615 71
77537 226232 188
77538 61771 31
77538 202469 193
77538 261786 169
77539 72570 82
77540 15683 74
77540 303218 127
77540 321091 126
77541 173374 104
77542 26648 15
77542 268417 69
77542 328498 89
77543 107039 149
77544 23016 62
77544 297764 99
77545 193597 60
77545 272549 46
77547 40162 1
77548 292661 118
77549 178171 117
77550 38038 20
77550 262753 45
77550 321960 199
77552 119882 8
77553 222860 38
77554 348 113
77556 267211 184
77556 271753 21
77557 5932 148
77557 31396 51
77559 103302 116
77560 12390 13
77561 47655 199
77561 130784 198
77561 221277 27
77562 148534 153
77562 148596 46
77563 181734 36
77563 247720 55
77563 285537 88
77564 187688 43
77565 291258 75
77565 318800 25
77565 338070 182
77566 256270 119
77567 43517 84
77567 308114 21
77568 319553 179
77571 200660 86
77571 279997 51
77572 4424 169
77572 277534 57
77572 303700 100
77573 150615 65
77573 309695 185
77574 320370 175
77576 156199 16
77578 84482 187
77578 250169 52
77578 319933 23
77579 256288 90
77581 99288 130
77581 105530 108
77582 257089 45
77582 306957 171
77583 169054 167
77584 5508 98
77585 1414 152
77585 315397 2
77586 188588 45
77588 26908 79
77588 34141 5
77588 67127 33
77588 160070 39
77588 309075 153
77589 131338 55
77590 30399 42
77590 39511 109
77590 344843 112
77593 328762 100
77595 45420 7
77595 89672 21
77595 222256 63
77596 126561 151
77596 310183 120
77598 95779 71
77601 150178 71
77602 157701 69
77602 163647 19
77603 94056 32
77603 154185 175
77604 271829 57
77604 320988 163
77605 305559 62
77606 77975 110
77607 37041 197
77607 237407 142
77607 237992 190
77609 219426 197
77610 202882 175
77610 213391 172
77611 91145 24
77611 120566 72
77612 19152 93
77612 28711 183
77612 278181 67
77613 261885 158
77615 168696 4
77615 257620 182
77615 258549 168
77618 28854 68
77618 69837 81
77618 219929 49
77619 336513 126
77620 570 135
77620 81676 31
77620 172114 61
77621 93101 135
77621 173794 102
77622 44473 30
77622 99922 156
77622 164043 112
77622 247227 85
77623 1137 182
77623 24674 36
77624 178036 38
77625 265309 172
77629 23227 146
77629 323604 133
77630 49731 150
77631 289553 161
77632 314357 44
77633 142876 128
77633 312768 173
77633 343414 160
77635 325309 29
77635 330691 129
77636 290796 148
77637 121655 73
77637 136245 81
77638 14935 126
77638 59758 131
77638 67707 37
77638 202982 148
77639 193912 21
77639 347521 173
77641 228641 23
77644 161777 71
77644 170476 38
77645 85469 98
77646 107981 77
77647 61617 31
77647 213602 152
77649 325101 134
77650 200900 13
77654 150898 163
77654 260083 160
77656 273849 199
77657 59444 95
77659 121853 91
77660 74663 34
77660 146196 50
77660 187702 159
77660 259558 132
77660 327822 113
77661 58546 13
77661 289455 128
77663 93323 155
77663 170334 133
77664 149427 21
77664 313311 13
77665 137811 21
77665 233197 105
77667 270025 112
77668 224776 104
77669 123348 168
77669 234687 88
77669 262353 25
77670 40144 169
77670 115338 26
77670 167374 96
77672 32596 54
77672 190699 178
77672 270229 24
77674 180116 108
77674 258930 113
77675 35503 159
77675 92604 102
77678 116756 139
77679 152523 116
77679 289429 161
77681 65590 93
77681 126531 72
77682 298867 122
77683 155830 138
77684 205451 129
77685 343693 158
77685 348999 181
77689 269748 16
77689 275405 57
77690 91963 142
77692 13901 33
77692 15828 38
77696 183294 102
77697 63133 113
77698 118948 155
77699 68076 145
77700 13729 118
77700 180118 194
77700 261272 93
77701 353039 3
77705 189406 200
77706 203295 50
77708 156058 78
77708 215148 187
77708 249235 134
77709 162528 101
77709 323019 125
77711 90708 194
77712 123984 151
77713 244422 37
77714 43169 69
77714 180061 31
77716 71642 194
77717 241294 109
77717 266049 161
77718 138290 150
77719 1199 103
77722 245627 172
77723 175747 86
77724 158453 61
77724 277500 111
77729 62211 107
77729 131803 100
77729 142188 179
77729 152050 24
77729 232103 118
77731 12744 160
77731 230164 129
77732 64230 79
77732 222154 141
77732 306226 113
77733 173801 163
77734 334747 51
77735 14509 187
77735 188957 112
77735 256395 132
77735 341919 97
77736 267132 9
77736 272390 113
77738 65171 96
77738 274470 97
77739 52082 57
77740 196119 77
77740 301250 196
77741 44424 75
77741 299675 153
77742 98298 165
77742 212789 32
77742 266325 70
77743 73083 128
77743 219259 35
77744 21812 121
77744 279926 11
77744 346242 144
77745 309513 123
77745 346353 54
77746 323051 79
77747 23590 15
77748 187888 150
77749 139645 102
77750 35478 154
77750 281156 99
77751 34715 8
77751 223065 92
77752 34544 160
77752 224518 27
77756 92722 150
77757 131242 106
77757 136500 41
77757 181860 35
77758 150100 168
77758 323846 63
77759 180974 55
77759 191359 119
77759 214297 115
77760 67523 113
77760 79546 144
77760 140267 17
77762 73065 142
77762 218305 136
77763 132197 50
77763 247025 176
77765 322799 58
77769 178904 83
77769 251359 81
77769 279039 165
77770 198526 23
77770 291118 144
77770 326079 22
77772 81091 56
77772 82784 130
77772 115130 188
77772 320465 12
77773 213380 190
77773 247371 169
77775 36243 40
77775 47220 139
77776 29527 150
77777 24958 109
77777 35983 44
77777 43416 118
77778 158534 175
77778 159759 145
77778 326499 89
77779 85364 103
77781 90961 158
77782 289621 99
77783 147513 103
77783 293001 116
77784 28116 50
77784 120192 197
77784 207705 93
77784 211621 12
77787 233963 98
77788 102577 79
77788 154310 192
77788 300562 66
77789 113679 68
77791 26553 165
77791 57137 151
77791 90075 34
77791 264571 94
77793 12866 184
77793 220135 124
77794 58516 162
77794 141886 12
77794 190178 111
77795 93719 136
77795 278855 48
77796 55579 53
77797 62235 151
77799 35892 64
77799 108340 91
77800 208689 123
77801 227547 99
77801 232103 26
77802 208966 171
